Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9005.05, Los Angeles County, California",900505,Lancaster,1400000US06037900505,"(34.682288, -118.1080695)",Drinking_Water_Contaminants_2017_1400000US06037900505,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9005.06, Los Angeles County, California",900506,Lancaster,1400000US06037900506,"(34.682332, -118.0991665)",Drinking_Water_Contaminants_2017_1400000US06037900506,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,500.4240007,"Census Tract 9005.07, Los Angeles County, California",900507,Lancaster,1400000US06037900507,"(34.6788835, -118.085749)",Drinking_Water_Contaminants_2017_1400000US06037900507,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,476.674318,"Census Tract 9005.08, Los Angeles County, California",900508,Lancaster,1400000US06037900508,"(34.678919, -118.0679485)",Drinking_Water_Contaminants_2017_1400000US06037900508,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,576.7398341,"Census Tract 9006.02, Los Angeles County, California",900602,Lancaster,1400000US06037900602,"(34.7114195, -118.121494)",Drinking_Water_Contaminants_2017_1400000US06037900602,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,576.3459295,"Census Tract 9006.05, Los Angeles County, California",900605,Lancaster,1400000US06037900605,"(34.7043045, -118.085977)",Drinking_Water_Contaminants_2017_1400000US06037900605,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9006.06, Los Angeles County, California",900606,Lancaster,1400000US06037900606,"(34.7003925, -118.124863)",Drinking_Water_Contaminants_2017_1400000US06037900606,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9006.07, Los Angeles County, California",900607,Lancaster,1400000US06037900607,"(34.693862, -118.124286)",Drinking_Water_Contaminants_2017_1400000US06037900607,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,663.5506908,"Census Tract 9006.08, Los Angeles County, California",900608,Lancaster,1400000US06037900608,"(34.6968125, -118.1081615)",Drinking_Water_Contaminants_2017_1400000US06037900608,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,597.0037133,"Census Tract 9006.09, Los Angeles County, California",900609,Lancaster,1400000US06037900609,"(34.7041855, -118.099231)",Drinking_Water_Contaminants_2017_1400000US06037900609,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,587.2835778,"Census Tract 9007.01, Los Angeles County, California",900701,Lancaster,1400000US06037900701,"(34.682124, -118.14029)",Drinking_Water_Contaminants_2017_1400000US06037900701,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9007.03, Los Angeles County, California",900703,Lancaster,1400000US06037900703,"(34.682113, -118.156743)",Drinking_Water_Contaminants_2017_1400000US06037900703,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9007.04, Los Angeles County, California",900704,Lancaster,1400000US06037900704,"(34.6603865, -118.137914)",Drinking_Water_Contaminants_2017_1400000US06037900704,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,712.1682387,"Census Tract 9007.05, Los Angeles County, California",900705,Lancaster,1400000US06037900705,"(34.66033, -118.1566475)",Drinking_Water_Contaminants_2017_1400000US06037900705,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,577.8442847,"Census Tract 9008.03, Los Angeles County, California",900803,Lancaster,1400000US06037900803,"(34.7113425, -118.157119)",Drinking_Water_Contaminants_2017_1400000US06037900803,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9008.04, Los Angeles County, California",900804,Lancaster,1400000US06037900804,"(34.7113085, -118.142751)",Drinking_Water_Contaminants_2017_1400000US06037900804,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,593.1006778,"Census Tract 9008.05, Los Angeles County, California",900805,Lancaster,1400000US06037900805,"(34.6966695, -118.156998)",Drinking_Water_Contaminants_2017_1400000US06037900805,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9008.06, Los Angeles County, California",900806,Lancaster,1400000US06037900806,"(34.6966605, -118.141453)",Drinking_Water_Contaminants_2017_1400000US06037900806,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,1075.601985,"Census Tract 9009, Los Angeles County, California",900900,Northwest Antelope Valley,1400000US06037900900,"(34.762262, -118.2328575)",Drinking_Water_Contaminants_2017_1400000US06037900900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,560.5689012,"Census Tract 9010.03, Los Angeles County, California",901003,Lancaster,1400000US06037901003,"(34.69674, -118.227897)",Drinking_Water_Contaminants_2017_1400000US06037901003,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,682.3405046,"Census Tract 9010.04, Los Angeles County, California",901004,Lancaster,1400000US06037901004,"(34.689439, -118.210091)",Drinking_Water_Contaminants_2017_1400000US06037901004,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,728.1315183,"Census Tract 9010.07, Los Angeles County, California",901007,Lancaster,1400000US06037901007,"(34.652975, -118.1834535)",Drinking_Water_Contaminants_2017_1400000US06037901007,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,581.7511553,"Census Tract 9010.08, Los Angeles County, California",901008,Lancaster,1400000US06037901008,"(34.6966705, -118.174692)",Drinking_Water_Contaminants_2017_1400000US06037901008,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9010.09, Los Angeles County, California",901009,Lancaster,1400000US06037901009,"(34.682112, -118.174692)",Drinking_Water_Contaminants_2017_1400000US06037901009,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,605.051731,"Census Tract 9010.10, Los Angeles County, California",901010,Lancaster,1400000US06037901010,"(34.6675115, -118.19239)",Drinking_Water_Contaminants_2017_1400000US06037901010,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,592.7629865,"Census Tract 9010.11, Los Angeles County, California",901011,Lancaster,1400000US06037901011,"(34.6675775, -118.1745715)",Drinking_Water_Contaminants_2017_1400000US06037901011,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,583.0826918,"Census Tract 9011.01, Los Angeles County, California",901101,Lancaster,1400000US06037901101,"(34.6602485, -118.2274505)",Drinking_Water_Contaminants_2017_1400000US06037901101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,673.235114,"Census Tract 9011.02, Los Angeles County, California",901102,Quartz Hill,1400000US06037901102,"(34.660235, -118.2099685)",Drinking_Water_Contaminants_2017_1400000US06037901102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,588.364139,"Census Tract 9012.05, Los Angeles County, California",901205,Lancaster,1400000US06037901205,"(34.6746975, -118.2828485)",Drinking_Water_Contaminants_2017_1400000US06037901205,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,781.7237548,"Census Tract 9012.09, Los Angeles County, California",901209,Ridge Route,1400000US06037901209,"(34.7315285, -118.609312)",Drinking_Water_Contaminants_2017_1400000US06037901209,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,182.6652757,"Census Tract 9012.10, Los Angeles County, California",901210,Elizabeth Lake,1400000US06037901210,"(34.6737525, -118.3836475)",Drinking_Water_Contaminants_2017_1400000US06037901210,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,577.5940652,"Census Tract 9012.13, Los Angeles County, California",901213,Leona Valley,1400000US06037901213,"(34.6249465, -118.305774)",Drinking_Water_Contaminants_2017_1400000US06037901213,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,333.7971441,"Census Tract 9100.01, Los Angeles County, California",910001,Palmdale,1400000US06037910001,"(34.602258, -117.9288635)",Drinking_Water_Contaminants_2017_1400000US06037910001,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,337.4381291,"Census Tract 9100.02, Los Angeles County, California",910002,Northeast Antelope Valley,1400000US06037910002,"(34.532019, -117.919491)",Drinking_Water_Contaminants_2017_1400000US06037910002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,523.4178131,"Census Tract 9101.01, Los Angeles County, California",910101,Palmdale,1400000US06037910101,"(34.6128065, -118.045045)",Drinking_Water_Contaminants_2017_1400000US06037910101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,621.8063536,"Census Tract 9102.01, Los Angeles County, California",910201,Palmdale,1400000US06037910201,"(34.6165185, -118.1332205)",Drinking_Water_Contaminants_2017_1400000US06037910201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,922.182309,"Census Tract 9102.02, Los Angeles County, California",910202,Northwest Palmdale,1400000US06037910202,"(34.626194, -118.1788455)",Drinking_Water_Contaminants_2017_1400000US06037910202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,393.2753898,"Census Tract 9102.05, Los Angeles County, California",910205,Southeast Antelope Valley,1400000US06037910205,"(34.530174, -118.1365825)",Drinking_Water_Contaminants_2017_1400000US06037910205,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,679.9318278,"Census Tract 9102.06, Los Angeles County, California",910206,Palmdale,1400000US06037910206,"(34.5868255, -118.2268865)",Drinking_Water_Contaminants_2017_1400000US06037910206,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,670.9952137,"Census Tract 9102.07, Los Angeles County, California",910207,Palmdale,1400000US06037910207,"(34.594402, -118.172876)",Drinking_Water_Contaminants_2017_1400000US06037910207,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,621.9342265,"Census Tract 9102.08, Los Angeles County, California",910208,Palmdale,1400000US06037910208,"(34.598115, -118.156459)",Drinking_Water_Contaminants_2017_1400000US06037910208,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,845.0903353,"Census Tract 9102.09, Los Angeles County, California",910209,Palmdale,1400000US06037910209,"(34.603833, -118.1966305)",Drinking_Water_Contaminants_2017_1400000US06037910209,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,837.1267914,"Census Tract 9102.10, Los Angeles County, California",910210,Palmdale,1400000US06037910210,"(34.6157635, -118.1969445)",Drinking_Water_Contaminants_2017_1400000US06037910210,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,574.1627469,"Census Tract 9103.01, Los Angeles County, California",910301,Quartz Hill,1400000US06037910301,"(34.638321, -118.2218425)",Drinking_Water_Contaminants_2017_1400000US06037910301,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,428.1484612,"Census Tract 9103.02, Los Angeles County, California",910302,Palmdale,1400000US06037910302,"(34.620746, -118.2219715)",Drinking_Water_Contaminants_2017_1400000US06037910302,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,657.7645025,"Census Tract 9104.01, Los Angeles County, California",910401,Palmdale,1400000US06037910401,"(34.5725535, -118.1501985)",Drinking_Water_Contaminants_2017_1400000US06037910401,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,511.5360358,"Census Tract 9104.02, Los Angeles County, California",910402,Palmdale,1400000US06037910402,"(34.583354, -118.1255555)",Drinking_Water_Contaminants_2017_1400000US06037910402,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,521.7805761,"Census Tract 9104.03, Los Angeles County, California",910403,Palmdale,1400000US06037910403,"(34.5765425, -118.1249295)",Drinking_Water_Contaminants_2017_1400000US06037910403,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9104.04, Los Angeles County, California",910404,Palmdale,1400000US06037910404,"(34.565246, -118.1241)",Drinking_Water_Contaminants_2017_1400000US06037910404,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9105.01, Los Angeles County, California",910501,Palmdale,1400000US06037910501,"(34.5799625, -118.1130105)",Drinking_Water_Contaminants_2017_1400000US06037910501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9105.02, Los Angeles County, California",910502,Palmdale,1400000US06037910502,"(34.58003, -118.10081)",Drinking_Water_Contaminants_2017_1400000US06037910502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9105.04, Los Angeles County, California",910504,Palmdale,1400000US06037910504,"(34.568302, -118.105125)",Drinking_Water_Contaminants_2017_1400000US06037910504,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9105.05, Los Angeles County, California",910505,Palmdale,1400000US06037910505,"(34.563778, -118.103584)",Drinking_Water_Contaminants_2017_1400000US06037910505,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9106.01, Los Angeles County, California",910601,Palmdale,1400000US06037910601,"(34.5836105, -118.076306)",Drinking_Water_Contaminants_2017_1400000US06037910601,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9106.02, Los Angeles County, California",910602,Palmdale,1400000US06037910602,"(34.5764565, -118.080694)",Drinking_Water_Contaminants_2017_1400000US06037910602,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9106.03, Los Angeles County, California",910603,Palmdale,1400000US06037910603,"(34.565435, -118.0850595)",Drinking_Water_Contaminants_2017_1400000US06037910603,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9106.05, Los Angeles County, California",910605,Palmdale,1400000US06037910605,"(34.569375, -118.0672205)",Drinking_Water_Contaminants_2017_1400000US06037910605,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,243.8260213,"Census Tract 9106.06, Los Angeles County, California",910606,Palmdale,1400000US06037910606,"(34.5618675, -118.06729)",Drinking_Water_Contaminants_2017_1400000US06037910606,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,455.3424004,"Census Tract 9107.05, Los Angeles County, California",910705,Palmdale,1400000US06037910705,"(34.568801, -118.0183425)",Drinking_Water_Contaminants_2017_1400000US06037910705,1/1/17
